,Visitor/Neutral,Home/Neutral,TEAM,GAMEDAY,SEASON,AWAYSCORE,HOMESCORE,GAMEDAY_FMT,AWAY,SEASON_FMT,TEAM_DECHANGED,AWAY_DECHANGED
3692,San Antonio Spurs,Charlotte Bobcats,CHA,2010-01-15,2009-10,76,92,2010-01-15,SAS,2009,CHA,SAS
3935,Indiana Pacers,New Jersey Nets,NJN,2010-01-15,2009-10,121,105,2010-01-15,IND,2009,BKN,IND
2688,San Antonio Spurs,Memphis Grizzlies,MEM,2010-01-16,2009-10,86,92,2010-01-16,SAS,2009,MEM,SAS
2729,New York Knicks,Detroit Pistons,DET,2010-01-16,2009-10,90,94,2010-01-16,NYK,2009,DET,NYK
3222,Sacramento Kings,Washington Wizards,WAS,2010-01-16,2009-10,86,96,2010-01-16,SAC,2009,WAS,SAC
3374,New Orleans Hornets,Indiana Pacers,IND,2010-01-16,2009-10,101,96,2010-01-16,NOH,2009,IND,NOP
3392,Milwaukee Bucks,Utah Jazz,UTA,2010-01-16,2009-10,95,112,2010-01-16,MIL,2009,UTA,MIL
3404,Miami Heat,Oklahoma City Thunder,OKC,2010-01-16,2009-10,80,98,2010-01-16,MIA,2009,OKC,MIA
3425,Cleveland Cavaliers,Los Angeles Clippers,LAC,2010-01-16,2009-10,102,101,2010-01-16,CLE,2009,LAC,CLE
3700,Phoenix Suns,Charlotte Bobcats,CHA,2010-01-16,2009-10,99,125,2010-01-16,PHX,2009,CHA,PHX
2705,Utah Jazz,Denver Nuggets,DEN,2010-01-17,2009-10,112,119,2010-01-17,UTA,2009,DEN,UTA
2766,Dallas Mavericks,Toronto Raptors,TOR,2010-01-17,2009-10,88,110,2010-01-17,DAL,2009,TOR,DAL
2634,Orlando Magic,Los Angeles Lakers,LAL,2010-01-18,2009-10,92,98,2010-01-18,ORL,2009,LAL,ORL
2691,Phoenix Suns,Memphis Grizzlies,MEM,2010-01-18,2009-10,118,125,2010-01-18,PHX,2009,MEM,PHX
2712,Detroit Pistons,New York Knicks,NYK,2010-01-18,2009-10,91,99,2010-01-18,DET,2009,NYK,DET
2970,Dallas Mavericks,Boston Celtics,BOS,2010-01-18,2009-10,99,90,2010-01-18,DAL,2009,BOS,DAL
3067,Milwaukee Bucks,Houston Rockets,HOU,2010-01-18,2009-10,98,101,2010-01-18,MIL,2009,HOU,MIL
3223,Portland Trail Blazers,Washington Wizards,WAS,2010-01-18,2009-10,92,97,2010-01-18,POR,2009,WAS,POR
3348,New Jersey Nets,Los Angeles Clippers,LAC,2010-01-18,2009-10,95,106,2010-01-18,NJN,2009,LAC,BKN
3393,Chicago Bulls,Golden State Warriors,GSW,2010-01-18,2009-10,97,114,2010-01-18,CHI,2009,GSW,CHI
3436,Oklahoma City Thunder,Atlanta Hawks,ATL,2010-01-18,2009-10,94,91,2010-01-18,OKC,2009,ATL,OKC
3684,Philadelphia 76ers,Minnesota Timberwolves,MIN,2010-01-18,2009-10,103,108,2010-01-18,PHI,2009,MIN,PHI
3840,San Antonio Spurs,New Orleans Hornets,NOH,2010-01-18,2009-10,97,90,2010-01-18,SAS,2009,NOP,SAS
3867,Sacramento Kings,Charlotte Bobcats,CHA,2010-01-18,2009-10,103,105,2010-01-18,SAC,2009,CHA,SAC
2908,Indiana Pacers,Miami Heat,MIA,2010-01-19,2009-10,83,113,2010-01-19,IND,2009,MIA,IND
3877,Toronto Raptors,Cleveland Cavaliers,CLE,2010-01-19,2009-10,100,108,2010-01-19,TOR,2009,CLE,TOR
2923,Utah Jazz,San Antonio Spurs,SAS,2010-01-20,2009-10,105,98,2010-01-20,UTA,2009,SAS,UTA
3055,Denver Nuggets,Golden State Warriors,GSW,2010-01-20,2009-10,123,118,2010-01-20,DEN,2009,GSW,DEN
3214,Indiana Pacers,Orlando Magic,ORL,2010-01-20,2009-10,98,109,2010-01-20,IND,2009,ORL,IND
3226,Dallas Mavericks,Washington Wizards,WAS,2010-01-20,2009-10,94,93,2010-01-20,DAL,2009,WAS,DAL
3344,Boston Celtics,Detroit Pistons,DET,2010-01-20,2009-10,86,92,2010-01-20,BOS,2009,DET,BOS
3416,Chicago Bulls,Los Angeles Clippers,LAC,2010-01-20,2009-10,97,104,2010-01-20,CHI,2009,LAC,CHI
3441,Sacramento Kings,Atlanta Hawks,ATL,2010-01-20,2009-10,97,108,2010-01-20,SAC,2009,ATL,SAC
3502,Oklahoma City Thunder,Minnesota Timberwolves,MIN,2010-01-20,2009-10,94,92,2010-01-20,OKC,2009,MIN,OKC
3538,Toronto Raptors,Milwaukee Bucks,MIL,2010-01-20,2009-10,107,113,2010-01-20,TOR,2009,MIL,TOR
3662,New Jersey Nets,Phoenix Suns,PHX,2010-01-20,2009-10,94,118,2010-01-20,NJN,2009,PHX,BKN
3757,Memphis Grizzlies,New Orleans Hornets,NOH,2010-01-20,2009-10,111,113,2010-01-20,MEM,2009,NOP,MEM
3779,Portland Trail Blazers,Philadelphia 76ers,PHI,2010-01-20,2009-10,98,90,2010-01-20,POR,2009,PHI,POR
3897,Miami Heat,Charlotte Bobcats,CHA,2010-01-20,2009-10,65,104,2010-01-20,MIA,2009,CHA,MIA
2917,Los Angeles Clippers,Denver Nuggets,DEN,2010-01-21,2009-10,85,105,2010-01-21,LAC,2009,DEN,LAC
3477,Los Angeles Lakers,Cleveland Cavaliers,CLE,2010-01-21,2009-10,87,93,2010-01-21,LAL,2009,CLE,LAL
2693,Oklahoma City Thunder,Memphis Grizzlies,MEM,2010-01-22,2009-10,84,86,2010-01-22,OKC,2009,MEM,OKC
2807,Milwaukee Bucks,Toronto Raptors,TOR,2010-01-22,2009-10,96,101,2010-01-22,MIL,2009,TOR,MIL
2931,Houston Rockets,San Antonio Spurs,SAS,2010-01-22,2009-10,116,109,2010-01-22,HOU,2009,SAS,HOU
2932,Los Angeles Lakers,New York Knicks,NYK,2010-01-22,2009-10,115,105,2010-01-22,LAL,2009,NYK,LAL
2959,Portland Trail Blazers,Boston Celtics,BOS,2010-01-22,2009-10,95,98,2010-01-22,POR,2009,BOS,POR
3042,New Jersey Nets,Golden State Warriors,GSW,2010-01-22,2009-10,79,111,2010-01-22,NJN,2009,GSW,BKN
3068,Sacramento Kings,Orlando Magic,ORL,2010-01-22,2009-10,84,100,2010-01-22,SAC,2009,ORL,SAC
3227,Miami Heat,Washington Wizards,WAS,2010-01-22,2009-10,112,88,2010-01-22,MIA,2009,WAS,MIA
3308,Indiana Pacers,Detroit Pistons,DET,2010-01-22,2009-10,105,93,2010-01-22,IND,2009,DET,IND
3453,Charlotte Bobcats,Atlanta Hawks,ATL,2010-01-22,2009-10,89,103,2010-01-22,CHA,2009,ATL,CHA
3507,New Orleans Hornets,Minnesota Timberwolves,MIN,2010-01-22,2009-10,96,94,2010-01-22,NOH,2009,MIN,NOP
3728,Dallas Mavericks,Philadelphia 76ers,PHI,2010-01-22,2009-10,81,92,2010-01-22,DAL,2009,PHI,DAL
3921,Chicago Bulls,Phoenix Suns,PHX,2010-01-22,2009-10,115,104,2010-01-22,CHI,2009,PHX,CHI
2905,Sacramento Kings,Miami Heat,MIA,2010-01-23,2009-10,84,115,2010-01-23,SAC,2009,MIA,SAC
2974,New Orleans Hornets,Denver Nuggets,DEN,2010-01-23,2009-10,110,116,2010-01-23,NOH,2009,DEN,NOP
3093,Philadelphia 76ers,Indiana Pacers,IND,2010-01-23,2009-10,107,97,2010-01-23,PHI,2009,IND,PHI
3192,Chicago Bulls,Houston Rockets,HOU,2010-01-23,2009-10,104,97,2010-01-23,CHI,2009,HOU,CHI
3311,Portland Trail Blazers,Detroit Pistons,DET,2010-01-23,2009-10,97,93,2010-01-23,POR,2009,DET,POR
3366,New Jersey Nets,Utah Jazz,UTA,2010-01-23,2009-10,83,116,2010-01-23,NJN,2009,UTA,BKN
3549,Minnesota Timberwolves,Milwaukee Bucks,MIL,2010-01-23,2009-10,94,127,2010-01-23,MIN,2009,MIL,MIN
3880,Golden State Warriors,Phoenix Suns,PHX,2010-01-23,2009-10,103,112,2010-01-23,GSW,2009,PHX,GSW
3888,Oklahoma City Thunder,Cleveland Cavaliers,CLE,2010-01-23,2009-10,99,100,2010-01-23,OKC,2009,CLE,OKC
3902,Orlando Magic,Charlotte Bobcats,CHA,2010-01-23,2009-10,106,95,2010-01-23,ORL,2009,CHA,ORL
2734,Los Angeles Lakers,Toronto Raptors,TOR,2010-01-24,2009-10,105,106,2010-01-24,LAL,2009,TOR,LAL
2930,Dallas Mavericks,New York Knicks,NYK,2010-01-24,2009-10,128,78,2010-01-24,DAL,2009,NYK,DAL
3229,Los Angeles Clippers,Washington Wizards,WAS,2010-01-24,2009-10,92,78,2010-01-24,LAC,2009,WAS,LAC
2694,Orlando Magic,Memphis Grizzlies,MEM,2010-01-25,2009-10,94,99,2010-01-25,ORL,2009,MEM,ORL
2851,Charlotte Bobcats,Denver Nuggets,DEN,2010-01-25,2009-10,93,104,2010-01-25,CHA,2009,DEN,CHA
2904,Cleveland Cavaliers,Miami Heat,MIA,2010-01-25,2009-10,92,91,2010-01-25,CLE,2009,MIA,CLE
2924,Los Angeles Clippers,Boston Celtics,BOS,2010-01-25,2009-10,89,95,2010-01-25,LAC,2009,BOS,LAC
2934,Chicago Bulls,San Antonio Spurs,SAS,2010-01-25,2009-10,98,93,2010-01-25,CHI,2009,SAS,CHI
3210,Atlanta Hawks,Houston Rockets,HOU,2010-01-25,2009-10,102,95,2010-01-25,ATL,2009,HOU,ATL
3373,Phoenix Suns,Utah Jazz,UTA,2010-01-25,2009-10,115,124,2010-01-25,PHX,2009,UTA,PHX
3551,New Orleans Hornets,Portland Trail Blazers,POR,2010-01-25,2009-10,98,97,2010-01-25,NOH,2009,POR,NOP
3905,Indiana Pacers,Philadelphia 76ers,PHI,2010-01-25,2009-10,109,98,2010-01-25,IND,2009,PHI,IND
2874,Golden State Warriors,Sacramento Kings,SAC,2010-01-26,2009-10,96,99,2010-01-26,GSW,2009,SAC,GSW
2963,Minnesota Timberwolves,New York Knicks,NYK,2010-01-26,2009-10,105,132,2010-01-26,MIN,2009,NYK,MIN
3231,Los Angeles Lakers,Washington Wizards,WAS,2010-01-26,2009-10,115,103,2010-01-26,LAL,2009,WAS,LAL
3852,Milwaukee Bucks,Dallas Mavericks,DAL,2010-01-26,2009-10,107,108,2010-01-26,MIL,2009,DAL,MIL
3898,Charlotte Bobcats,Phoenix Suns,PHX,2010-01-26,2009-10,114,109,2010-01-26,CHA,2009,PHX,CHA
2785,Miami Heat,Toronto Raptors,TOR,2010-01-27,2009-10,103,111,2010-01-27,MIA,2009,TOR,MIA
2929,Atlanta Hawks,San Antonio Spurs,SAS,2010-01-27,2009-10,90,105,2010-01-27,ATL,2009,SAS,ATL
3044,New Orleans Hornets,Golden State Warriors,GSW,2010-01-27,2009-10,123,110,2010-01-27,NOH,2009,GSW,NOP
3085,Los Angeles Lakers,Indiana Pacers,IND,2010-01-27,2009-10,118,96,2010-01-27,LAL,2009,IND,LAL
3206,Denver Nuggets,Houston Rockets,HOU,2010-01-27,2009-10,97,92,2010-01-27,DEN,2009,HOU,DEN
3381,Chicago Bulls,Oklahoma City Thunder,OKC,2010-01-27,2009-10,96,86,2010-01-27,CHI,2009,OKC,CHI
3433,Memphis Grizzlies,Detroit Pistons,DET,2010-01-27,2009-10,99,93,2010-01-27,MEM,2009,DET,MEM
3546,Philadelphia 76ers,Milwaukee Bucks,MIL,2010-01-27,2009-10,88,91,2010-01-27,PHI,2009,MIL,PHI
3588,Minnesota Timberwolves,Cleveland Cavaliers,CLE,2010-01-27,2009-10,95,109,2010-01-27,MIN,2009,CLE,MIN
3926,Los Angeles Clippers,New Jersey Nets,NJN,2010-01-27,2009-10,87,103,2010-01-27,LAC,2009,BKN,LAC
3933,Utah Jazz,Portland Trail Blazers,POR,2010-01-27,2009-10,106,95,2010-01-27,UTA,2009,POR,UTA
2957,Toronto Raptors,New York Knicks,NYK,2010-01-28,2009-10,106,104,2010-01-28,TOR,2009,NYK,TOR
3216,Boston Celtics,Orlando Magic,ORL,2010-01-28,2009-10,94,96,2010-01-28,BOS,2009,ORL,BOS
3724,Dallas Mavericks,Phoenix Suns,PHX,2010-01-28,2009-10,106,112,2010-01-28,DAL,2009,PHX,DAL
2935,Memphis Grizzlies,San Antonio Spurs,SAS,2010-01-29,2009-10,97,104,2010-01-29,MEM,2009,SAS,MEM
3031,Portland Trail Blazers,Houston Rockets,HOU,2010-01-29,2009-10,100,104,2010-01-29,POR,2009,HOU,POR
3092,Denver Nuggets,Oklahoma City Thunder,OKC,2010-01-29,2009-10,84,101,2010-01-29,DEN,2009,OKC,DEN
3095,Cleveland Cavaliers,Indiana Pacers,IND,2010-01-29,2009-10,94,73,2010-01-29,CLE,2009,IND,CLE
3215,Charlotte Bobcats,Golden State Warriors,GSW,2010-01-29,2009-10,121,110,2010-01-29,CHA,2009,GSW,CHA
3359,Sacramento Kings,Utah Jazz,UTA,2010-01-29,2009-10,94,101,2010-01-29,SAC,2009,UTA,SAC
3372,Boston Celtics,Atlanta Hawks,ATL,2010-01-29,2009-10,91,100,2010-01-29,BOS,2009,ATL,BOS
3418,Miami Heat,Detroit Pistons,DET,2010-01-29,2009-10,92,65,2010-01-29,MIA,2009,DET,MIA
3501,Washington Wizards,New Jersey Nets,NJN,2010-01-29,2009-10,81,79,2010-01-29,WAS,2009,BKN,WAS
3553,Los Angeles Lakers,Philadelphia 76ers,PHI,2010-01-29,2009-10,99,91,2010-01-29,LAL,2009,PHI,LAL
3673,Los Angeles Clippers,Minnesota Timberwolves,MIN,2010-01-29,2009-10,97,111,2010-01-29,LAC,2009,MIN,LAC
3835,Chicago Bulls,New Orleans Hornets,NOH,2010-01-29,2009-10,108,106,2010-01-29,CHI,2009,NOP,CHI
2695,New Orleans Hornets,Memphis Grizzlies,MEM,2010-01-30,2009-10,109,102,2010-01-30,NOH,2009,MEM,NOP
3154,Atlanta Hawks,Orlando Magic,ORL,2010-01-30,2009-10,86,104,2010-01-30,ATL,2009,ORL,ATL
3234,New York Knicks,Washington Wizards,WAS,2010-01-30,2009-10,96,106,2010-01-30,NYK,2009,WAS,NYK
3561,Miami Heat,Milwaukee Bucks,MIL,2010-01-30,2009-10,84,95,2010-01-30,MIA,2009,MIL,MIA
3734,Portland Trail Blazers,Dallas Mavericks,DAL,2010-01-30,2009-10,114,112,2010-01-30,POR,2009,DAL,POR
3756,Charlotte Bobcats,Sacramento Kings,SAC,2010-01-30,2009-10,103,96,2010-01-30,CHA,2009,SAC,CHA
2771,Indiana Pacers,Toronto Raptors,TOR,2010-01-31,2009-10,102,117,2010-01-31,IND,2009,TOR,IND
2928,Los Angeles Lakers,Boston Celtics,BOS,2010-01-31,2009-10,90,89,2010-01-31,LAL,2009,BOS,LAL
2937,Denver Nuggets,San Antonio Spurs,SAS,2010-01-31,2009-10,103,89,2010-01-31,DEN,2009,SAS,DEN
3030,Phoenix Suns,Houston Rockets,HOU,2010-01-31,2009-10,115,111,2010-01-31,PHX,2009,HOU,PHX
3091,Golden State Warriors,Oklahoma City Thunder,OKC,2010-01-31,2009-10,104,112,2010-01-31,GSW,2009,OKC,GSW
3294,Orlando Magic,Detroit Pistons,DET,2010-01-31,2009-10,91,86,2010-01-31,ORL,2009,DET,ORL
3510,New York Knicks,Minnesota Timberwolves,MIN,2010-01-31,2009-10,91,112,2010-01-31,NYK,2009,MIN,NYK
3690,Philadelphia 76ers,New Jersey Nets,NJN,2010-01-31,2009-10,83,79,2010-01-31,PHI,2009,BKN,PHI
3916,Los Angeles Clippers,Cleveland Cavaliers,CLE,2010-01-31,2009-10,89,114,2010-01-31,LAC,2009,CLE,LAC
2717,Los Angeles Lakers,Memphis Grizzlies,MEM,2010-02-01,2009-10,93,95,2010-02-01,LAL,2009,MEM,LAL
2832,Milwaukee Bucks,Miami Heat,MIA,2010-02-01,2009-10,97,81,2010-02-01,MIL,2009,MIA,MIL
2942,Sacramento Kings,Denver Nuggets,DEN,2010-02-01,2009-10,109,112,2010-02-01,SAC,2009,DEN,SAC
3155,Boston Celtics,Washington Wizards,WAS,2010-02-01,2009-10,99,88,2010-02-01,BOS,2009,WAS,BOS
3388,Dallas Mavericks,Utah Jazz,UTA,2010-02-01,2009-10,92,104,2010-02-01,DAL,2009,UTA,DAL
3592,Charlotte Bobcats,Portland Trail Blazers,POR,2010-02-01,2009-10,79,98,2010-02-01,CHA,2009,POR,CHA
3868,Phoenix Suns,New Orleans Hornets,NOH,2010-02-01,2009-10,109,100,2010-02-01,PHX,2009,NOP,PHX
2933,Los Angeles Clippers,Chicago Bulls,CHI,2010-02-02,2009-10,90,82,2010-02-02,LAC,2009,CHI,LAC
3071,Milwaukee Bucks,Orlando Magic,ORL,2010-02-02,2009-10,82,99,2010-02-02,MIL,2009,ORL,MIL
3185,Golden State Warriors,Houston Rockets,HOU,2010-02-02,2009-10,97,119,2010-02-02,GSW,2009,HOU,GSW
3252,Atlanta Hawks,Oklahoma City Thunder,OKC,2010-02-02,2009-10,99,106,2010-02-02,ATL,2009,OKC,ATL
3352,Toronto Raptors,Indiana Pacers,IND,2010-02-02,2009-10,115,130,2010-02-02,TOR,2009,IND,TOR
3647,Detroit Pistons,New Jersey Nets,NJN,2010-02-02,2009-10,97,93,2010-02-02,DET,2009,BKN,DET
3747,Memphis Grizzlies,Cleveland Cavaliers,CLE,2010-02-02,2009-10,89,105,2010-02-02,MEM,2009,CLE,MEM
2811,Charlotte Bobcats,Los Angeles Lakers,LAL,2010-02-03,2009-10,97,99,2010-02-03,CHA,2009,LAL,CHA
2823,Washington Wizards,New York Knicks,NYK,2010-02-03,2009-10,85,107,2010-02-03,WAS,2009,NYK,WAS
3006,Miami Heat,Boston Celtics,BOS,2010-02-03,2009-10,102,107,2010-02-03,MIA,2009,BOS,MIA
3012,Phoenix Suns,Denver Nuggets,DEN,2010-02-03,2009-10,109,97,2010-02-03,PHX,2009,DEN,PHX
3242,Portland Trail Blazers,Utah Jazz,UTA,2010-02-03,2009-10,105,118,2010-02-03,POR,2009,UTA,POR
3250,New Jersey Nets,Toronto Raptors,TOR,2010-02-03,2009-10,99,108,2010-02-03,NJN,2009,TOR,BKN
3253,Los Angeles Clippers,Atlanta Hawks,ATL,2010-02-03,2009-10,97,103,2010-02-03,LAC,2009,ATL,LAC
3745,San Antonio Spurs,Sacramento Kings,SAC,2010-02-03,2009-10,115,113,2010-02-03,SAS,2009,SAC,SAS
3790,Golden State Warriors,Dallas Mavericks,DAL,2010-02-03,2009-10,101,110,2010-02-03,GSW,2009,DAL,GSW
3828,Chicago Bulls,Philadelphia 76ers,PHI,2010-02-03,2009-10,103,106,2010-02-03,CHI,2009,PHI,CHI
3925,Oklahoma City Thunder,New Orleans Hornets,NOH,2010-02-03,2009-10,103,99,2010-02-03,OKC,2009,NOP,OKC
3559,San Antonio Spurs,Portland Trail Blazers,POR,2010-02-04,2009-10,93,96,2010-02-04,SAS,2009,POR,SAS
3928,Miami Heat,Cleveland Cavaliers,CLE,2010-02-04,2009-10,86,102,2010-02-04,MIA,2009,CLE,MIA
2718,Houston Rockets,Memphis Grizzlies,MEM,2010-02-05,2009-10,101,83,2010-02-05,HOU,2009,MEM,HOU
2772,Denver Nuggets,Los Angeles Lakers,LAL,2010-02-05,2009-10,126,113,2010-02-05,DEN,2009,LAL,DEN
2862,Milwaukee Bucks,New York Knicks,NYK,2010-02-05,2009-10,114,107,2010-02-05,MIL,2009,NYK,MIL
3009,New Jersey Nets,Boston Celtics,BOS,2010-02-05,2009-10,87,96,2010-02-05,NJN,2009,BOS,BKN
3049,Washington Wizards,Orlando Magic,ORL,2010-02-05,2009-10,92,91,2010-02-05,WAS,2009,ORL,WAS
3342,Chicago Bulls,Atlanta Hawks,ATL,2010-02-05,2009-10,81,91,2010-02-05,CHI,2009,ATL,CHI
3355,Detroit Pistons,Indiana Pacers,IND,2010-02-05,2009-10,83,107,2010-02-05,DET,2009,IND,DET
3547,Minnesota Timberwolves,Dallas Mavericks,DAL,2010-02-05,2009-10,117,108,2010-02-05,MIN,2009,DAL,MIN
3557,Philadelphia 76ers,New Orleans Hornets,NOH,2010-02-05,2009-10,101,94,2010-02-05,PHI,2009,NOP,PHI
3783,Phoenix Suns,Sacramento Kings,SAC,2010-02-05,2009-10,114,102,2010-02-05,PHX,2009,SAC,PHX
2842,Miami Heat,Chicago Bulls,CHI,2010-02-06,2009-10,91,95,2010-02-06,MIA,2009,CHI,MIA
3074,Oklahoma City Thunder,Golden State Warriors,GSW,2010-02-06,2009-10,104,95,2010-02-06,OKC,2009,GSW,OKC
3132,Denver Nuggets,Utah Jazz,UTA,2010-02-06,2009-10,106,116,2010-02-06,DEN,2009,UTA,DEN
3140,Philadelphia 76ers,Houston Rockets,HOU,2010-02-06,2009-10,102,95,2010-02-06,PHI,2009,HOU,PHI
3336,San Antonio Spurs,Los Angeles Clippers,LAC,2010-02-06,2009-10,98,81,2010-02-06,SAS,2009,LAC,SAS
3447,New Jersey Nets,Detroit Pistons,DET,2010-02-06,2009-10,92,99,2010-02-06,NJN,2009,DET,BKN
3484,Indiana Pacers,Milwaukee Bucks,MIL,2010-02-06,2009-10,81,93,2010-02-06,IND,2009,MIL,IND
3533,New York Knicks,Cleveland Cavaliers,CLE,2010-02-06,2009-10,106,113,2010-02-06,NYK,2009,CLE,NYK
3606,Memphis Grizzlies,Minnesota Timberwolves,MIN,2010-02-06,2009-10,102,109,2010-02-06,MEM,2009,MIN,MEM
3845,New Orleans Hornets,Charlotte Bobcats,CHA,2010-02-06,2009-10,104,99,2010-02-06,NOH,2009,CHA,NOP
3939,Los Angeles Lakers,Portland Trail Blazers,POR,2010-02-06,2009-10,99,82,2010-02-06,LAL,2009,POR,LAL
3022,Orlando Magic,Boston Celtics,BOS,2010-02-07,2009-10,96,89,2010-02-07,ORL,2009,BOS,ORL
3258,Sacramento Kings,Toronto Raptors,TOR,2010-02-07,2009-10,104,115,2010-02-07,SAC,2009,TOR,SAC
2777,San Antonio Spurs,Los Angeles Lakers,LAL,2010-02-08,2009-10,89,101,2010-02-08,SAS,2009,LAL,SAS
3040,Dallas Mavericks,Golden State Warriors,GSW,2010-02-08,2009-10,127,117,2010-02-08,DAL,2009,GSW,DAL
3080,New Orleans Hornets,Orlando Magic,ORL,2010-02-08,2009-10,117,123,2010-02-08,NOH,2009,ORL,NOP
2716,Atlanta Hawks,Memphis Grizzlies,MEM,2010-02-09,2009-10,108,94,2010-02-09,ATL,2009,MEM,ATL
2827,Houston Rockets,Miami Heat,MIA,2010-02-09,2009-10,66,99,2010-02-09,HOU,2009,MIA,HOU
2920,Dallas Mavericks,Denver Nuggets,DEN,2010-02-09,2009-10,91,127,2010-02-09,DAL,2009,DEN,DAL
2992,Sacramento Kings,New York Knicks,NYK,2010-02-09,2009-10,118,114,2010-02-09,SAC,2009,NYK,SAC
3402,Chicago Bulls,Indiana Pacers,IND,2010-02-09,2009-10,109,101,2010-02-09,CHI,2009,IND,CHI
3450,Utah Jazz,Los Angeles Clippers,LAC,2010-02-09,2009-10,109,99,2010-02-09,UTA,2009,LAC,UTA
3467,Detroit Pistons,Milwaukee Bucks,MIL,2010-02-09,2009-10,93,81,2010-02-09,DET,2009,MIL,DET
3834,Minnesota Timberwolves,Philadelphia 76ers,PHI,2010-02-09,2009-10,97,119,2010-02-09,MIN,2009,PHI,MIN
3854,Washington Wizards,Charlotte Bobcats,CHA,2010-02-09,2009-10,92,94,2010-02-09,WAS,2009,CHA,WAS
3881,Oklahoma City Thunder,Portland Trail Blazers,POR,2010-02-09,2009-10,89,77,2010-02-09,OKC,2009,POR,OKC
3919,New Jersey Nets,Cleveland Cavaliers,CLE,2010-02-09,2009-10,97,104,2010-02-09,NJN,2009,CLE,BKN
2841,Orlando Magic,Chicago Bulls,CHI,2010-02-10,2009-10,107,87,2010-02-10,ORL,2009,CHI,ORL
3117,Los Angeles Clippers,Golden State Warriors,GSW,2010-02-10,2009-10,102,132,2010-02-10,LAC,2009,GSW,LAC
3254,Philadelphia 76ers,Toronto Raptors,TOR,2010-02-10,2009-10,93,104,2010-02-10,PHI,2009,TOR,PHI
3327,Miami Heat,Atlanta Hawks,ATL,2010-02-10,2009-10,94,76,2010-02-10,MIA,2009,ATL,MIA
3361,Sacramento Kings,Detroit Pistons,DET,2010-02-10,2009-10,103,97,2010-02-10,SAC,2009,DET,SAC
3379,Los Angeles Lakers,Utah Jazz,UTA,2010-02-10,2009-10,96,81,2010-02-10,LAL,2009,UTA,LAL
3524,Charlotte Bobcats,Minnesota Timberwolves,MIN,2010-02-10,2009-10,93,92,2010-02-10,CHA,2009,MIN,CHA
3555,Boston Celtics,New Orleans Hornets,NOH,2010-02-10,2009-10,85,93,2010-02-10,BOS,2009,NOP,BOS
3631,Milwaukee Bucks,New Jersey Nets,NJN,2010-02-10,2009-10,97,77,2010-02-10,MIL,2009,BKN,MIL
3644,Portland Trail Blazers,Phoenix Suns,PHX,2010-02-10,2009-10,108,101,2010-02-10,POR,2009,PHX,POR
2849,San Antonio Spurs,Denver Nuggets,DEN,2010-02-11,2009-10,111,92,2010-02-11,SAS,2009,DEN,SAS
3807,Orlando Magic,Cleveland Cavaliers,CLE,2010-02-11,2009-10,106,115,2010-02-11,ORL,2009,CLE,ORL
2664,Minnesota Timberwolves,Detroit Pistons,DET,2010-02-16,2009-10,85,108,2010-02-16,MIN,2009,DET,MIN
2701,Golden State Warriors,Los Angeles Lakers,LAL,2010-02-16,2009-10,94,104,2010-02-16,GSW,2009,LAL,GSW
2704,Phoenix Suns,Memphis Grizzlies,MEM,2010-02-16,2009-10,109,95,2010-02-16,PHX,2009,MEM,PHX
2947,New York Knicks,Chicago Bulls,CHI,2010-02-16,2009-10,85,118,2010-02-16,NYK,2009,CHI,NYK
3221,Utah Jazz,Houston Rockets,HOU,2010-02-16,2009-10,104,95,2010-02-16,UTA,2009,HOU,UTA
3248,Dallas Mavericks,Oklahoma City Thunder,OKC,2010-02-16,2009-10,86,99,2010-02-16,DAL,2009,OKC,DAL
3742,Miami Heat,Philadelphia 76ers,PHI,2010-02-16,2009-10,105,78,2010-02-16,MIA,2009,PHI,MIA
3793,Boston Celtics,Sacramento Kings,SAC,2010-02-16,2009-10,95,92,2010-02-16,BOS,2009,SAC,BOS
3813,New Jersey Nets,Charlotte Bobcats,CHA,2010-02-16,2009-10,103,94,2010-02-16,NJN,2009,CHA,BKN
3846,Los Angeles Clippers,Portland Trail Blazers,POR,2010-02-16,2009-10,87,109,2010-02-16,LAC,2009,POR,LAC
2742,Chicago Bulls,New York Knicks,NYK,2010-02-17,2009-10,115,109,2010-02-17,CHI,2009,NYK,CHI
3077,Sacramento Kings,Golden State Warriors,GSW,2010-02-17,2009-10,98,130,2010-02-17,SAC,2009,GSW,SAC
3111,Detroit Pistons,Orlando Magic,ORL,2010-02-17,2009-10,91,116,2010-02-17,DET,2009,ORL,DET
3156,Minnesota Timberwolves,Washington Wizards,WAS,2010-02-17,2009-10,99,108,2010-02-17,MIN,2009,WAS,MIN
3247,Memphis Grizzlies,Toronto Raptors,TOR,2010-02-17,2009-10,109,102,2010-02-17,MEM,2009,TOR,MEM
3389,San Antonio Spurs,Indiana Pacers,IND,2010-02-17,2009-10,90,87,2010-02-17,SAS,2009,IND,SAS
3414,Atlanta Hawks,Los Angeles Clippers,LAC,2010-02-17,2009-10,110,92,2010-02-17,ATL,2009,LAC,ATL
3487,Houston Rockets,Milwaukee Bucks,MIL,2010-02-17,2009-10,127,99,2010-02-17,HOU,2009,MIL,HOU
3545,Utah Jazz,New Orleans Hornets,NOH,2010-02-17,2009-10,98,90,2010-02-17,UTA,2009,NOP,UTA
