,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Date_c,Home_abb,Date_fmt,Date_shifted,Season
6824,Mon Feb 11 2008,7:00p,Dallas Mavericks,76,Philadelphia 76ers,84,Box Score,,11728,,Feb 11 2008,PHI,2008-02-11,02-12-2008,2007-08
6831,Tue Feb 12 2008,7:30p,Denver Nuggets,114,Miami Heat,113,Box Score,OT,19600,,Feb 12 2008,MIA,2008-02-12,02-13-2008,2007-08
5505,Wed Mar 12 2008,9:00p,Memphis Grizzlies,86,Denver Nuggets,108,Box Score,,17318,,Mar 12 2008,DEN,2008-03-12,03-13-2008,2007-08
15109,Fri Nov 2 2007,8:00p,Portland Trail Blazers,93,New Orleans Hornets,113,Box Score,,9817,,Nov 2 2007,NOH,2007-11-02,11-03-2007,2007-08
4058,Sun Apr 13 2008,9:00p,Houston Rockets,94,Denver Nuggets,111,Box Score,,19720,,Apr 13 2008,DEN,2008-04-13,04-14-2008,2007-08
5508,Thu Mar 13 2008,10:00p,Portland Trail Blazers,85,Sacramento Kings,96,Box Score,,13333,,Mar 13 2008,SAC,2008-03-13,03-14-2008,2007-08
8426,Sat Jan 12 2008,10:00p,Indiana Pacers,111,Sacramento Kings,105,Box Score,,14047,,Jan 12 2008,SAC,2008-01-12,01-13-2008,2007-08
6918,Wed Feb 27 2008,7:00p,Orlando Magic,89,Philadelphia 76ers,101,Box Score,,14124,,Feb 27 2008,PHI,2008-02-27,02-28-2008,2007-08
16616,Sun Dec 23 2007,6:30p,Orlando Magic,91,Boston Celtics,103,Box Score,,18624,,Dec 23 2007,BOS,2007-12-23,12-24-2007,2007-08
5465,Fri Mar 7 2008,10:00p,Minnesota Timberwolves,111,Sacramento Kings,103,Box Score,,13990,,Mar 7 2008,SAC,2008-03-07,03-08-2008,2007-08
15233,Mon Nov 19 2007,8:00p,Orlando Magic,95,New Orleans Hornets,88,Box Score,,11741,,Nov 19 2007,NOH,2007-11-19,11-20-2007,2007-08
15107,Fri Nov 2 2007,8:00p,Washington Wizards,83,Boston Celtics,103,Box Score,,18624,,Nov 2 2007,BOS,2007-11-02,11-03-2007,2007-08
5533,Sun Mar 16 2008,9:00p,Seattle SuperSonics,116,Denver Nuggets,168,Box Score,,19155,,Mar 16 2008,DEN,2008-03-16,03-17-2008,2007-08
16594,Fri Dec 21 2007,7:00p,Chicago Bulls,82,Boston Celtics,107,Box Score,,18624,,Dec 21 2007,BOS,2007-12-21,12-22-2007,2007-08
8458,Thu Jan 17 2008,9:00p,Utah Jazz,109,Denver Nuggets,120,Box Score,,15270,,Jan 17 2008,DEN,2008-01-17,01-18-2008,2007-08
15154,Fri Nov 9 2007,7:30p,Atlanta Hawks,83,Boston Celtics,106,Box Score,,18624,,Nov 9 2007,BOS,2007-11-09,11-10-2007,2007-08
8525,Sat Jan 26 2008,3:30p,Indiana Pacers,96,Miami Heat,98,Box Score,,19600,,Jan 26 2008,MIA,2008-01-26,01-27-2008,2007-08
8503,Wed Jan 23 2008,8:00p,Portland Trail Blazers,81,New Orleans Hornets,96,Box Score,,11006,,Jan 23 2008,NOH,2008-01-23,01-24-2008,2007-08
15205,Fri Nov 16 2007,7:00p,Portland Trail Blazers,88,Philadelphia 76ers,92,Box Score,,11483,,Nov 16 2007,PHI,2007-11-16,11-17-2007,2007-08
14488,Wed Oct 31 2007,8:00p,Dallas Mavericks,92,Cleveland Cavaliers,74,Box Score,,20562,,Oct 31 2007,CLE,2007-10-31,11-01-2007,2007-08
8528,Sat Jan 26 2008,8:30p,New Orleans Hornets,102,San Antonio Spurs,78,Box Score,,18797,,Jan 26 2008,SAS,2008-01-26,01-27-2008,2007-08
6860,Tue Feb 19 2008,10:30p,Atlanta Hawks,93,Los Angeles Lakers,122,Box Score,,18997,,Feb 19 2008,LAL,2008-02-19,02-20-2008,2007-08
4096,Mon Apr 21 2008,7:00p,Washington Wizards,86,Cleveland Cavaliers,116,Box Score,,20562,,Apr 21 2008,CLE,2008-04-21,04-22-2008,2007-08
3060,Thu May 29 2008,9:00p,San Antonio Spurs,92,Los Angeles Lakers,100,Box Score,,18997,,May 29 2008,LAL,2008-05-29,05-30-2008,2007-08
16659,Sun Dec 30 2007,8:30p,Memphis Grizzlies,87,San Antonio Spurs,111,Box Score,,18797,,Dec 30 2007,SAS,2007-12-30,12-31-2007,2007-08
3054,Fri May 23 2008,9:00p,San Antonio Spurs,71,Los Angeles Lakers,101,Box Score,,18997,,May 23 2008,LAL,2008-05-23,05-24-2008,2007-08
16611,Sat Dec 22 2007,8:30p,Los Angeles Clippers,90,San Antonio Spurs,99,Box Score,,18797,,Dec 22 2007,SAS,2007-12-22,12-23-2007,2007-08
8456,Wed Jan 16 2008,8:00p,Seattle SuperSonics,92,New Orleans Hornets,123,Box Score,,9882,,Jan 16 2008,NOH,2008-01-16,01-17-2008,2007-08
16627,Wed Dec 26 2007,8:30p,Chicago Bulls,79,San Antonio Spurs,94,Box Score,,18797,,Dec 26 2007,SAS,2007-12-26,12-27-2007,2007-08
3968,Tue Apr 1 2008,9:00p,Phoenix Suns,120,Denver Nuggets,126,Box Score,,18870,,Apr 1 2008,DEN,2008-04-01,04-02-2008,2007-08
16499,Fri Dec 7 2007,10:30p,Milwaukee Bucks,98,Seattle SuperSonics,104,Box Score,,13142,,Dec 7 2007,SEA,2007-12-07,12-08-2007,2007-08
16485,Wed Dec 5 2007,10:30p,Los Angeles Clippers,88,Seattle SuperSonics,95,Box Score,,10961,,Dec 5 2007,SEA,2007-12-05,12-06-2007,2007-08
15281,Sun Nov 25 2007,9:00p,San Antonio Spurs,116,Seattle SuperSonics,101,Box Score,,14186,,Nov 25 2007,SEA,2007-11-25,11-26-2007,2007-08
3052,Wed May 21 2008,9:00p,San Antonio Spurs,85,Los Angeles Lakers,89,Box Score,,18997,,May 21 2008,LAL,2008-05-21,05-22-2008,2007-08
16634,Thu Dec 27 2007,10:30p,Boston Celtics,104,Seattle SuperSonics,96,Box Score,,17072,,Dec 27 2007,SEA,2007-12-27,12-28-2007,2007-08
6777,Mon Feb 4 2008,10:00p,Chicago Bulls,118,Seattle SuperSonics,108,Box Score,,10935,,Feb 4 2008,SEA,2008-02-04,02-05-2008,2007-08
8420,Fri Jan 11 2008,10:30p,Dallas Mavericks,90,Seattle SuperSonics,70,Box Score,,12522,,Jan 11 2008,SEA,2008-01-11,01-12-2008,2007-08
8423,Sat Jan 12 2008,8:30p,Minnesota Timberwolves,88,San Antonio Spurs,105,Box Score,,18797,,Jan 12 2008,SAS,2008-01-12,01-13-2008,2007-08
3028,Sun May 4 2008,4:30p,Utah Jazz,98,Los Angeles Lakers,109,Box Score,,18997,,May 4 2008,LAL,2008-05-04,05-05-2008,2007-08
15230,Sun Nov 18 2007,9:30p,Chicago Bulls,78,Los Angeles Lakers,106,Box Score,,18997,,Nov 18 2007,LAL,2007-11-18,11-19-2007,2007-08
3058,Tue May 27 2008,9:00p,Los Angeles Lakers,93,San Antonio Spurs,91,Box Score,,18797,,May 27 2008,SAS,2008-05-27,05-28-2008,2007-08
8349,Wed Jan 2 2008,7:30p,Houston Rockets,93,Boston Celtics,97,Box Score,,18624,,Jan 2 2008,BOS,2008-01-02,01-03-2008,2007-08
4124,Tue Apr 29 2008,9:30p,Phoenix Suns,87,San Antonio Spurs,92,Box Score,,18797,,Apr 29 2008,SAS,2008-04-29,04-30-2008,2007-08
8362,Fri Jan 4 2008,7:30p,Memphis Grizzlies,96,Boston Celtics,100,Box Score,,18624,,Jan 4 2008,BOS,2008-01-04,01-05-2008,2007-08
8398,Wed Jan 9 2008,7:30p,Charlotte Bobcats,95,Boston Celtics,83,Box Score,,18624,,Jan 9 2008,BOS,2008-01-09,01-10-2008,2007-08
8516,Fri Jan 25 2008,7:30p,Minnesota Timberwolves,86,Boston Celtics,87,Box Score,,18624,,Jan 25 2008,BOS,2008-01-25,01-26-2008,2007-08
5462,Fri Mar 7 2008,8:00p,New Jersey Nets,96,New Orleans Hornets,107,Box Score,,17225,,Mar 7 2008,NOH,2008-03-07,03-08-2008,2007-08
4029,Wed Apr 9 2008,9:30p,Phoenix Suns,96,San Antonio Spurs,79,Box Score,,18797,,Apr 9 2008,SAS,2008-04-09,04-10-2008,2007-08
8435,Mon Jan 14 2008,7:30p,Washington Wizards,88,Boston Celtics,83,Box Score,,18624,,Jan 14 2008,BOS,2008-01-14,01-15-2008,2007-08
8453,Wed Jan 16 2008,7:30p,Portland Trail Blazers,90,Boston Celtics,100,Box Score,,18624,,Jan 16 2008,BOS,2008-01-16,01-17-2008,2007-08
8417,Fri Jan 11 2008,9:00p,Orlando Magic,103,Denver Nuggets,113,Box Score,,16718,,Jan 11 2008,DEN,2008-01-11,01-12-2008,2007-08
8463,Fri Jan 18 2008,7:30p,Philadelphia 76ers,89,Boston Celtics,116,Box Score,,18624,,Jan 18 2008,BOS,2008-01-18,01-19-2008,2007-08
8407,Thu Jan 10 2008,8:00p,Detroit Pistons,90,San Antonio Spurs,80,Box Score,,18797,,Jan 10 2008,SAS,2008-01-10,01-11-2008,2007-08
15258,Fri Nov 23 2007,7:30p,Los Angeles Lakers,94,Boston Celtics,107,Box Score,,18624,,Nov 23 2007,BOS,2007-11-23,11-24-2007,2007-08
8500,Wed Jan 23 2008,7:30p,Toronto Raptors,114,Boston Celtics,112,Box Score,,18624,,Jan 23 2008,BOS,2008-01-23,01-24-2008,2007-08
3056,Sun May 25 2008,8:30p,Los Angeles Lakers,84,San Antonio Spurs,103,Box Score,,18797,,May 25 2008,SAS,2008-05-25,05-26-2008,2007-08
4089,Sat Apr 19 2008,3:00p,Phoenix Suns,115,San Antonio Spurs,117,Box Score,2OT,18797,,Apr 19 2008,SAS,2008-04-19,04-20-2008,2007-08
16641,Fri Dec 28 2007,8:30p,Toronto Raptors,83,San Antonio Spurs,73,Box Score,,18797,,Dec 28 2007,SAS,2007-12-28,12-29-2007,2007-08
4100,Tue Apr 22 2008,9:30p,Phoenix Suns,96,San Antonio Spurs,102,Box Score,,18797,,Apr 22 2008,SAS,2008-04-22,04-23-2008,2007-08
8415,Fri Jan 11 2008,8:00p,Miami Heat,88,New Orleans Hornets,114,Box Score,,16133,,Jan 11 2008,NOH,2008-01-11,01-12-2008,2007-08
16655,Sat Dec 29 2007,10:00p,Minnesota Timberwolves,90,Seattle SuperSonics,109,Box Score,,14038,,Dec 29 2007,SEA,2007-12-29,12-30-2007,2007-08
4042,Fri Apr 11 2008,8:30p,Seattle SuperSonics,74,San Antonio Spurs,95,Box Score,,18797,,Apr 11 2008,SAS,2008-04-11,04-12-2008,2007-08
16479,Wed Dec 5 2007,7:30p,New York Knicks,100,New Jersey Nets,93,Box Score,,15233,,Dec 5 2007,NJN,2007-12-05,12-06-2007,2007-08
15319,Fri Nov 30 2007,10:30p,Indiana Pacers,93,Seattle SuperSonics,95,Box Score,,14786,,Nov 30 2007,SEA,2007-11-30,12-01-2007,2007-08
6901,Sun Feb 24 2008,9:00p,Los Angeles Lakers,111,Seattle SuperSonics,91,Box Score,,17072,,Feb 24 2008,SEA,2008-02-24,02-25-2008,2007-08
15139,Tue Nov 6 2007,10:30p,New Orleans Hornets,118,Los Angeles Lakers,104,Box Score,,18997,,Nov 6 2007,LAL,2007-11-06,11-07-2007,2007-08
8564,Thu Jan 31 2008,10:00p,Cleveland Cavaliers,95,Seattle SuperSonics,101,Box Score,,13109,,Jan 31 2008,SEA,2008-01-31,02-01-2008,2007-08
6886,Fri Feb 22 2008,10:30p,Portland Trail Blazers,87,Seattle SuperSonics,99,Box Score,,16640,,Feb 22 2008,SEA,2008-02-22,02-23-2008,2007-08
6847,Wed Feb 13 2008,10:00p,Utah Jazz,112,Seattle SuperSonics,93,Box Score,,10618,,Feb 13 2008,SEA,2008-02-13,02-14-2008,2007-08
3993,Fri Apr 4 2008,10:30p,Houston Rockets,79,Seattle SuperSonics,66,Box Score,,14170,,Apr 4 2008,SEA,2008-04-04,04-05-2008,2007-08
15177,Sun Nov 11 2007,9:00p,Detroit Pistons,107,Seattle SuperSonics,103,Box Score,,16379,,Nov 11 2007,SEA,2007-11-11,11-12-2007,2007-08
16513,Sun Dec 9 2007,9:30p,Golden State Warriors,113,Los Angeles Lakers,123,Box Score,,18997,,Dec 9 2007,LAL,2007-12-09,12-10-2007,2007-08
3978,Wed Apr 2 2008,10:00p,Los Angeles Clippers,102,Seattle SuperSonics,84,Box Score,,10392,,Apr 2 2008,SEA,2008-04-02,04-03-2008,2007-08
8524,Fri Jan 25 2008,10:30p,Atlanta Hawks,99,Seattle SuperSonics,90,Box Score,,13647,,Jan 25 2008,SEA,2008-01-25,01-26-2008,2007-08
16669,Mon Dec 31 2007,10:00p,Philadelphia 76ers,98,Seattle SuperSonics,90,Box Score,,10595,,Dec 31 2007,SEA,2007-12-31,01-01-2008,2007-08
16590,Wed Dec 19 2007,10:00p,New Orleans Hornets,107,Seattle SuperSonics,93,Box Score,,11968,,Dec 19 2007,SEA,2007-12-19,12-20-2007,2007-08
4059,Sun Apr 13 2008,9:00p,Dallas Mavericks,95,Seattle SuperSonics,99,Box Score,,16272,,Apr 13 2008,SEA,2008-04-13,04-14-2008,2007-08
16603,Fri Dec 21 2007,10:30p,Toronto Raptors,115,Seattle SuperSonics,123,Box Score,,13661,,Dec 21 2007,SEA,2007-12-21,12-22-2007,2007-08
15164,Fri Nov 9 2007,10:30p,Utah Jazz,103,Seattle SuperSonics,101,Box Score,,15980,,Nov 9 2007,SEA,2007-11-09,11-10-2007,2007-08
15162,Fri Nov 9 2007,10:30p,Minnesota Timberwolves,93,Los Angeles Lakers,107,Box Score,,18997,,Nov 9 2007,LAL,2007-11-09,11-10-2007,2007-08
3999,Sat Apr 5 2008,9:00p,Sacramento Kings,118,Denver Nuggets,115,Box Score,,18921,,Apr 5 2008,DEN,2008-04-05,04-06-2008,2007-08
15309,Thu Nov 29 2007,10:30p,Denver Nuggets,99,Los Angeles Lakers,127,Box Score,,18997,,Nov 29 2007,LAL,2007-11-29,11-30-2007,2007-08
6859,Tue Feb 19 2008,10:00p,Memphis Grizzlies,101,Seattle SuperSonics,108,Box Score,,11391,,Feb 19 2008,SEA,2008-02-19,02-20-2008,2007-08
8538,Sun Jan 27 2008,9:00p,Sacramento Kings,103,Seattle SuperSonics,101,Box Score,,13409,,Jan 27 2008,SEA,2008-01-27,01-28-2008,2007-08
8507,Wed Jan 23 2008,10:00p,Houston Rockets,109,Seattle SuperSonics,107,Box Score,,12342,,Jan 23 2008,SEA,2008-01-23,01-24-2008,2007-08
6915,Tue Feb 26 2008,10:30p,Portland Trail Blazers,83,Los Angeles Lakers,96,Box Score,,18997,,Feb 26 2008,LAL,2008-02-26,02-27-2008,2007-08
15267,Fri Nov 23 2007,10:30p,New Jersey Nets,98,Seattle SuperSonics,93,Box Score,,14424,,Nov 23 2007,SEA,2007-11-23,11-24-2007,2007-08
6766,Sat Feb 2 2008,10:00p,New York Knicks,85,Seattle SuperSonics,86,Box Score,,12783,,Feb 2 2008,SEA,2008-02-02,02-03-2008,2007-08
5594,Mon Mar 24 2008,10:00p,Portland Trail Blazers,84,Seattle SuperSonics,97,Box Score,,11292,,Mar 24 2008,SEA,2008-03-24,03-25-2008,2007-08
5558,Wed Mar 19 2008,10:00p,Phoenix Suns,110,Seattle SuperSonics,98,Box Score,,17072,,Mar 19 2008,SEA,2008-03-19,03-20-2008,2007-08
15306,Wed Nov 28 2007,10:00p,Orlando Magic,110,Seattle SuperSonics,94,Box Score,,12398,,Nov 28 2007,SEA,2007-11-28,11-29-2007,2007-08
4088,Sat Apr 19 2008,12:30p,Washington Wizards,86,Cleveland Cavaliers,93,Box Score,,20562,,Apr 19 2008,CLE,2008-04-19,04-20-2008,2007-08
5612,Wed Mar 26 2008,10:00p,Washington Wizards,104,Seattle SuperSonics,99,Box Score,,10497,,Mar 26 2008,SEA,2008-03-26,03-27-2008,2007-08
5519,Fri Mar 14 2008,10:30p,Minnesota Timberwolves,121,Seattle SuperSonics,116,Box Score,,14035,,Mar 14 2008,SEA,2008-03-14,03-15-2008,2007-08
3045,Wed May 14 2008,10:30p,Utah Jazz,104,Los Angeles Lakers,111,Box Score,,18997,,May 14 2008,LAL,2008-05-14,05-15-2008,2007-08
5627,Fri Mar 28 2008,10:30p,Charlotte Bobcats,96,Seattle SuperSonics,93,Box Score,,13592,,Mar 28 2008,SEA,2008-03-28,03-29-2008,2007-08
4075,Wed Apr 16 2008,7:00p,Detroit Pistons,84,Cleveland Cavaliers,74,Box Score,,20562,,Apr 16 2008,CLE,2008-04-16,04-17-2008,2007-08
6940,Fri Feb 29 2008,10:30p,Miami Heat,103,Seattle SuperSonics,93,Box Score,,12542,,Feb 29 2008,SEA,2008-02-29,03-01-2008,2007-08
3033,Wed May 7 2008,10:30p,Utah Jazz,110,Los Angeles Lakers,120,Box Score,,18997,,May 7 2008,LAL,2008-05-07,05-08-2008,2007-08
15146,Wed Nov 7 2007,10:00p,Memphis Grizzlies,105,Seattle SuperSonics,98,Box Score,,10761,,Nov 7 2007,SEA,2007-11-07,11-08-2007,2007-08
6924,Wed Feb 27 2008,10:00p,Denver Nuggets,138,Seattle SuperSonics,96,Box Score,,13627,,Feb 27 2008,SEA,2008-02-27,02-28-2008,2007-08
8550,Tue Jan 29 2008,10:00p,San Antonio Spurs,85,Seattle SuperSonics,88,Box Score,,13295,,Jan 29 2008,SEA,2008-01-29,01-30-2008,2007-08
15100,Thu Nov 1 2007,10:30p,Phoenix Suns,106,Seattle SuperSonics,99,Box Score,,17072,,Nov 1 2007,SEA,2007-11-01,11-02-2007,2007-08
16461,Sun Dec 2 2007,9:00p,Golden State Warriors,109,Seattle SuperSonics,96,Box Score,,11461,,Dec 2 2007,SEA,2007-12-02,12-03-2007,2007-08
4008,Sun Apr 6 2008,9:00p,Denver Nuggets,147,Seattle SuperSonics,151,Box Score,2OT,13104,,Apr 6 2008,SEA,2008-04-06,04-07-2008,2007-08
5641,Sun Mar 30 2008,9:00p,Sacramento Kings,120,Seattle SuperSonics,107,Box Score,,10862,,Mar 30 2008,SEA,2008-03-30,03-31-2008,2007-08
16529,Wed Dec 12 2007,7:00p,Minnesota Timberwolves,94,Philadelphia 76ers,98,Box Score,,10971,,Dec 12 2007,PHI,2007-12-12,12-13-2007,2007-08
4125,Wed Apr 30 2008,6:00p,Washington Wizards,88,Cleveland Cavaliers,87,Box Score,,20562,,Apr 30 2008,CLE,2008-04-30,05-01-2008,2007-08
8555,Wed Jan 30 2008,8:00p,Denver Nuggets,106,Memphis Grizzlies,102,Box Score,,12043,,Jan 30 2008,MEM,2008-01-30,01-31-2008,2007-08
6903,Mon Feb 25 2008,8:00p,Washington Wizards,95,New Orleans Hornets,92,Box Score,,11289,,Feb 25 2008,NOH,2008-02-25,02-26-2008,2007-08
6882,Fri Feb 22 2008,8:00p,Houston Rockets,100,New Orleans Hornets,80,Box Score,,17714,,Feb 22 2008,NOH,2008-02-22,02-23-2008,2007-08
16614,Sun Dec 23 2007,6:00p,Golden State Warriors,105,Cleveland Cavaliers,96,Box Score,,20562,,Dec 23 2007,CLE,2007-12-23,12-24-2007,2007-08
6856,Tue Feb 19 2008,9:00p,Boston Celtics,118,Denver Nuggets,124,Box Score,,19894,,Feb 19 2008,DEN,2008-02-19,02-20-2008,2007-08
6934,Fri Feb 29 2008,8:00p,Utah Jazz,98,New Orleans Hornets,110,Box Score,,17445,,Feb 29 2008,NOH,2008-02-29,03-01-2008,2007-08
4116,Sun Apr 27 2008,7:00p,Detroit Pistons,93,Philadelphia 76ers,84,Box Score,,18347,,Apr 27 2008,PHI,2008-04-27,04-28-2008,2007-08
8383,Sun Jan 6 2008,8:00p,Philadelphia 76ers,96,Denver Nuggets,109,Box Score,,17476,,Jan 6 2008,DEN,2008-01-06,01-07-2008,2007-08
15185,Tue Nov 13 2007,8:00p,Houston Rockets,99,Memphis Grizzlies,105,Box Score,,12368,,Nov 13 2007,MEM,2007-11-13,11-14-2007,2007-08
15211,Fri Nov 16 2007,8:00p,New Orleans Hornets,120,Memphis Grizzlies,118,Box Score,OT,13271,,Nov 16 2007,MEM,2007-11-16,11-17-2007,2007-08
14486,Wed Oct 31 2007,8:00p,San Antonio Spurs,104,Memphis Grizzlies,101,Box Score,,17538,,Oct 31 2007,MEM,2007-10-31,11-01-2007,2007-08
5605,Wed Mar 26 2008,7:00p,Chicago Bulls,99,Philadelphia 76ers,121,Box Score,,18620,,Mar 26 2008,PHI,2008-03-26,03-27-2008,2007-08
16592,Thu Dec 20 2007,8:00p,Los Angeles Lakers,90,Cleveland Cavaliers,94,Box Score,,20562,,Dec 20 2007,CLE,2007-12-20,12-21-2007,2007-08
5575,Sat Mar 22 2008,7:00p,New Jersey Nets,87,Philadelphia 76ers,91,Box Score,,19205,,Mar 22 2008,PHI,2008-03-22,03-23-2008,2007-08
4107,Fri Apr 25 2008,7:00p,Detroit Pistons,75,Philadelphia 76ers,95,Box Score,,18805,,Apr 25 2008,PHI,2008-04-25,04-26-2008,2007-08
15116,Sat Nov 3 2007,8:00p,Indiana Pacers,121,Memphis Grizzlies,111,Box Score,,14878,,Nov 3 2007,MEM,2007-11-03,11-04-2007,2007-08
6866,Wed Feb 20 2008,8:00p,Dallas Mavericks,93,New Orleans Hornets,104,Box Score,,15941,,Feb 20 2008,NOH,2008-02-20,02-21-2008,2007-08
5618,Fri Mar 28 2008,7:00p,Phoenix Suns,107,Philadelphia 76ers,93,Box Score,,20707,,Mar 28 2008,PHI,2008-03-28,03-29-2008,2007-08
3021,Thu May 1 2008,8:00p,Detroit Pistons,100,Philadelphia 76ers,77,Box Score,,14130,,May 1 2008,PHI,2008-05-01,05-02-2008,2007-08
16496,Fri Dec 7 2007,9:30p,Utah Jazz,98,San Antonio Spurs,104,Box Score,,18797,,Dec 7 2007,SAS,2007-12-07,12-08-2007,2007-08
8553,Wed Jan 30 2008,7:00p,Milwaukee Bucks,69,Philadelphia 76ers,112,Box Score,,12507,,Jan 30 2008,PHI,2008-01-30,01-31-2008,2007-08
4060,Mon Apr 14 2008,7:00p,Cleveland Cavaliers,91,Philadelphia 76ers,90,Box Score,,20730,,Apr 14 2008,PHI,2008-04-14,04-15-2008,2007-08
6922,Wed Feb 27 2008,8:00p,Phoenix Suns,103,New Orleans Hornets,120,Box Score,,17931,,Feb 27 2008,NOH,2008-02-27,02-28-2008,2007-08
15273,Sat Nov 24 2007,8:00p,Washington Wizards,118,Memphis Grizzlies,124,Box Score,,13579,,Nov 24 2007,MEM,2007-11-24,11-25-2007,2007-08
3975,Wed Apr 2 2008,8:00p,New York Knicks,114,Memphis Grizzlies,130,Box Score,,10013,,Apr 2 2008,MEM,2008-04-02,04-03-2008,2007-08
3986,Fri Apr 4 2008,8:00p,Golden State Warriors,117,Memphis Grizzlies,86,Box Score,,11463,,Apr 4 2008,MEM,2008-04-04,04-05-2008,2007-08
15232,Mon Nov 19 2007,8:00p,Seattle SuperSonics,108,Memphis Grizzlies,125,Box Score,,10863,,Nov 19 2007,MEM,2007-11-19,11-20-2007,2007-08
4014,Tue Apr 8 2008,8:00p,Phoenix Suns,127,Memphis Grizzlies,113,Box Score,,13987,,Apr 8 2008,MEM,2008-04-08,04-09-2008,2007-08
4048,Sat Apr 12 2008,8:00p,Minnesota Timberwolves,114,Memphis Grizzlies,105,Box Score,,14873,,Apr 12 2008,MEM,2008-04-12,04-13-2008,2007-08
15248,Wed Nov 21 2007,8:00p,Toronto Raptors,95,Memphis Grizzlies,89,Box Score,,12217,,Nov 21 2007,MEM,2007-11-21,11-22-2007,2007-08
8489,Mon Jan 21 2008,3:30p,Milwaukee Bucks,92,New Orleans Hornets,106,Box Score,,11663,,Jan 21 2008,NOH,2008-01-21,01-22-2008,2007-08
4071,Tue Apr 15 2008,8:00p,Los Angeles Clippers,92,New Orleans Hornets,114,Box Score,,17388,,Apr 15 2008,NOH,2008-04-15,04-16-2008,2007-08
16457,Sun Dec 2 2007,3:30p,Portland Trail Blazers,79,San Antonio Spurs,100,Box Score,,18797,,Dec 2 2007,SAS,2007-12-02,12-03-2007,2007-08
5457,Fri Mar 7 2008,7:00p,Seattle SuperSonics,83,Philadelphia 76ers,117,Box Score,,17762,,Mar 7 2008,PHI,2008-03-07,03-08-2008,2007-08
3987,Fri Apr 4 2008,8:00p,New York Knicks,110,New Orleans Hornets,118,Box Score,,17779,,Apr 4 2008,NOH,2008-04-04,04-05-2008,2007-08
14489,Wed Oct 31 2007,10:30p,Seattle SuperSonics,103,Denver Nuggets,120,Box Score,,19380,,Oct 31 2007,DEN,2007-10-31,11-01-2007,2007-08
3046,Thu May 15 2008,9:00p,New Orleans Hornets,80,San Antonio Spurs,99,Box Score,,18797,,May 15 2008,SAS,2008-05-15,05-16-2008,2007-08
4023,Wed Apr 9 2008,7:00p,Detroit Pistons,94,Philadelphia 76ers,101,Box Score,,18945,,Apr 9 2008,PHI,2008-04-09,04-10-2008,2007-08
4000,Sun Apr 6 2008,1:00p,Golden State Warriors,96,New Orleans Hornets,108,Box Score,,17809,,Apr 6 2008,NOH,2008-04-06,04-07-2008,2007-08
16541,Fri Dec 14 2007,7:00p,Sacramento Kings,109,Philadelphia 76ers,99,Box Score,,10856,,Dec 14 2007,PHI,2007-12-14,12-15-2007,2007-08
15310,Fri Nov 30 2007,7:00p,Washington Wizards,84,Philadelphia 76ers,85,Box Score,,10718,,Nov 30 2007,PHI,2007-11-30,12-01-2007,2007-08
4016,Tue Apr 8 2008,8:00p,Utah Jazz,77,New Orleans Hornets,66,Box Score,,17265,,Apr 8 2008,NOH,2008-04-08,04-09-2008,2007-08
8391,Tue Jan 8 2008,8:00p,Los Angeles Lakers,117,Memphis Grizzlies,101,Box Score,,14981,,Jan 8 2008,MEM,2008-01-08,01-09-2008,2007-08
16491,Fri Dec 7 2007,7:00p,New York Knicks,90,Philadelphia 76ers,101,Box Score,,11975,,Dec 7 2007,PHI,2007-12-07,12-08-2007,2007-08
15126,Sun Nov 4 2007,8:00p,New Orleans Hornets,93,Denver Nuggets,88,Box Score,,13156,,Nov 4 2007,DEN,2007-11-04,11-05-2007,2007-08
8521,Fri Jan 25 2008,9:00p,New Jersey Nets,85,Denver Nuggets,100,Box Score,,15892,,Jan 25 2008,DEN,2008-01-25,01-26-2008,2007-08
5446,Wed Mar 5 2008,8:00p,New Jersey Nets,93,Memphis Grizzlies,100,Box Score,,10218,,Mar 5 2008,MEM,2008-03-05,03-06-2008,2007-08
5473,Sat Mar 8 2008,8:00p,Boston Celtics,119,Memphis Grizzlies,89,Box Score,,18119,,Mar 8 2008,MEM,2008-03-08,03-09-2008,2007-08
15307,Thu Nov 29 2007,8:00p,New York Knicks,59,Boston Celtics,104,Box Score,,18624,,Nov 29 2007,BOS,2007-11-29,11-30-2007,2007-08
5538,Mon Mar 17 2008,8:00p,Charlotte Bobcats,80,Memphis Grizzlies,98,Box Score,,10971,,Mar 17 2008,MEM,2008-03-17,03-18-2008,2007-08
5514,Fri Mar 14 2008,8:00p,Los Angeles Lakers,98,New Orleans Hornets,108,Box Score,,18199,,Mar 14 2008,NOH,2008-03-14,03-15-2008,2007-08
8457,Thu Jan 17 2008,8:00p,Cleveland Cavaliers,90,San Antonio Spurs,88,Box Score,,18482,,Jan 17 2008,SAS,2008-01-17,01-18-2008,2007-08
5576,Sat Mar 22 2008,8:00p,Sacramento Kings,111,Memphis Grizzlies,117,Box Score,,11151,,Mar 22 2008,MEM,2008-03-22,03-23-2008,2007-08
8367,Fri Jan 4 2008,8:30p,New York Knicks,93,San Antonio Spurs,97,Box Score,,18797,,Jan 4 2008,SAS,2008-01-04,01-05-2008,2007-08
